striker,total_matches,total_runs_x,balls_faced,not_outs_as_striker,not_outs_as_non_striker,total_not_outs,total_runs_y,dismissed,average,strike_rate,centuries,half_centuries,thirties,0s,1s,2s,3s,4s,6s
Sikder Billah,5.0,51.0,39.0,1.0,1.0,2.0,51.0,3.0,17.0,130.77,0.0,0.0,1.0,13.0,16.0,3.0,1.0,5.0,1.0
Simandeep Singh,7.0,33.0,33.0,0.0,2.0,2.0,33.0,5.0,6.6,100.0,0.0,0.0,0.0,11.0,15.0,5.0,0.0,2.0,0.0
Simarjeet Singh,3.0,7.0,8.0,1.0,1.0,2.0,7.0,1.0,7.0,87.5,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0
Simi Singh,38.0,293.0,279.0,9.0,2.0,11.0,293.0,27.0,10.85,105.02,0.0,1.0,0.0,102.0,132.0,16.0,3.0,18.0,8.0
Simon Shalders,2.0,21.0,37.0,0.0,0.0,0.0,21.0,2.0,10.5,56.76,0.0,0.0,0.0,25.0,7.0,3.0,0.0,2.0,0.0
Simranjit Singh,1.0,8.0,9.0,0.0,0.0,0.0,8.0,1.0,8.0,88.89,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0
Sirajullah Khadim,6.0,64.0,72.0,0.0,2.0,2.0,64.0,4.0,16.0,88.89,0.0,0.0,0.0,34.0,28.0,3.0,0.0,6.0,1.0
Siyabonga Mahima,3.0,9.0,6.0,0.0,2.0,2.0,9.0,1.0,9.0,150.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
Sohag Gazi,31.0,255.0,251.0,5.0,6.0,11.0,255.0,20.0,12.75,101.59,0.0,1.0,1.0,106.0,100.0,19.0,1.0,18.0,7.0
Sohaib Maqsood,64.0,1318.0,1076.0,3.0,7.0,10.0,1318.0,54.0,24.41,122.49,0.0,8.0,6.0,462.0,381.0,55.0,7.0,110.0,61.0
Sohail Ahmad,6.0,51.0,56.0,0.0,0.0,0.0,51.0,6.0,8.5,91.07,0.0,0.0,0.0,26.0,23.0,3.0,0.0,1.0,3.0
Sohail Ahmed,20.0,612.0,504.0,4.0,2.0,6.0,612.0,14.0,43.71,121.43,0.0,6.0,3.0,193.0,204.0,35.0,1.0,45.0,25.0
Sohail Akhtar,40.0,808.0,670.0,4.0,5.0,9.0,808.0,31.0,26.06,120.6,0.0,3.0,6.0,293.0,233.0,32.0,1.0,79.0,32.0
Sohail Khan,24.0,146.0,149.0,4.0,5.0,9.0,146.0,15.0,9.73,97.99,0.0,0.0,1.0,73.0,56.0,4.0,0.0,7.0,9.0
Sohail Tanvir,135.0,1416.0,1264.0,26.0,24.0,50.0,1416.0,85.0,16.66,112.03,0.0,1.0,10.0,543.0,488.0,67.0,0.0,101.0,65.0
Sohel Patel,4.0,51.0,61.0,0.0,0.0,0.0,51.0,4.0,12.75,83.61,0.0,0.0,0.0,35.0,14.0,5.0,1.0,6.0,0.0
Sompal Kami,26.0,256.0,246.0,0.0,7.0,7.0,256.0,19.0,13.47,104.07,0.0,0.0,1.0,124.0,67.0,25.0,1.0,19.0,10.0
Soumya Sarkar,150.0,2447.0,2202.0,7.0,4.0,11.0,2447.0,139.0,17.6,111.13,0.0,10.0,20.0,1034.0,727.0,102.0,10.0,244.0,85.0
Steven Ryan Taylor,18.0,412.0,356.0,2.0,0.0,2.0,412.0,16.0,25.75,115.73,0.0,2.0,4.0,171.0,102.0,25.0,0.0,44.0,14.0
Subashis Roy,3.0,1.0,8.0,0.0,3.0,3.0,1.0,0.0,0.0,12.5,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
Sufiyan Muqeem,4.0,12.0,16.0,0.0,3.0,3.0,12.0,1.0,12.0,75.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0
Sufyan Mehmood,2.0,19.0,41.0,1.0,0.0,1.0,19.0,1.0,19.0,46.34,0.0,0.0,0.0,28.0,11.0,0.0,0.0,2.0,0.0
Suhrawadi Shuvo,9.0,33.0,38.0,3.0,0.0,3.0,33.0,6.0,5.5,86.84,0.0,0.0,0.0,16.0,17.0,2.0,0.0,3.0,0.0
Sukhkaran Sahi,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,33.33,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Sulaiman Ali,11.0,139.0,142.0,0.0,1.0,1.0,139.0,10.0,13.9,97.89,0.0,0.0,2.0,75.0,36.0,14.0,1.0,12.0,4.0
Sulaimon Runsewe,25.0,432.0,420.0,3.0,2.0,5.0,432.0,20.0,21.6,102.86,0.0,2.0,2.0,185.0,140.0,47.0,4.0,39.0,5.0
Sultan Ahmed,12.0,78.0,76.0,2.0,1.0,3.0,78.0,9.0,8.67,102.63,0.0,0.0,1.0,32.0,28.0,7.0,0.0,9.0,0.0
Sultan Ahmed (2),12.0,59.0,61.0,1.0,3.0,4.0,59.0,8.0,7.38,96.72,0.0,0.0,0.0,31.0,19.0,6.0,0.0,1.0,4.0
Suman Ghimire,5.0,84.0,66.0,1.0,1.0,2.0,84.0,3.0,28.0,127.27,0.0,0.0,0.0,28.0,22.0,6.0,0.0,5.0,5.0
Sumit Singh,1.0,2.0,8.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
Sumon Khan,4.0,25.0,27.0,2.0,0.0,2.0,25.0,2.0,12.5,92.59,0.0,0.0,0.0,13.0,11.0,0.0,0.0,2.0,1.0
Sunny Gupta,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sunny Singh,5.0,43.0,31.0,0.0,1.0,1.0,43.0,4.0,10.75,138.71,0.0,0.0,0.0,12.0,11.0,1.0,0.0,6.0,1.0
Sunzamul Islam,21.0,81.0,98.0,3.0,11.0,14.0,81.0,7.0,11.57,82.65,0.0,0.0,0.0,39.0,47.0,7.0,0.0,5.0,0.0
Suraj Kumar,10.0,114.0,104.0,2.0,0.0,2.0,114.0,8.0,14.25,109.62,0.0,0.0,1.0,43.0,40.0,8.0,0.0,10.0,3.0
Surya Anand,14.0,190.0,191.0,1.0,3.0,4.0,190.0,10.0,19.0,99.48,0.0,0.0,2.0,72.0,88.0,17.0,0.0,8.0,6.0
Swann Htet Ko Ko,4.0,26.0,64.0,0.0,0.0,0.0,26.0,4.0,6.5,40.62,0.0,0.0,0.0,41.0,20.0,3.0,0.0,0.0,0.0
Swapnil Singh,4.0,14.0,24.0,0.0,1.0,1.0,14.0,3.0,4.67,58.33,0.0,0.0,0.0,12.0,10.0,2.0,0.0,0.0,0.0
Syazrul Idrus,13.0,59.0,59.0,3.0,2.0,5.0,59.0,8.0,7.38,100.0,0.0,0.0,0.0,29.0,21.0,2.0,0.0,4.0,3.0
Syed Amanullah,1.0,11.0,14.0,1.0,0.0,1.0,11.0,0.0,0.0,78.57,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0
Syed Aqeel Israr,7.0,14.0,28.0,2.0,3.0,5.0,14.0,2.0,7.0,50.0,0.0,0.0,0.0,22.0,2.0,3.0,0.0,0.0,1.0
Syed Aziz,57.0,1375.0,1046.0,8.0,1.0,9.0,1375.0,48.0,28.65,131.45,0.0,10.0,8.0,464.0,320.0,60.0,5.0,131.0,66.0
Syed Faridoun,1.0,6.0,5.0,0.0,1.0,1.0,6.0,0.0,0.0,120.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
Syed Maisam Ali,3.0,26.0,21.0,1.0,1.0,2.0,26.0,1.0,26.0,123.81,0.0,0.0,0.0,9.0,8.0,1.0,0.0,1.0,2.0
Syed Naqvi,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Syed Rasel,4.0,14.0,15.0,1.0,1.0,2.0,14.0,2.0,7.0,93.33,0.0,0.0,0.0,9.0,2.0,2.0,0.0,2.0,0.0
Syed Rehmatullah,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Syed Tameem,1.0,11.0,23.0,0.0,0.0,0.0,11.0,1.0,11.0,47.83,0.0,0.0,0.0,13.0,9.0,1.0,0.0,0.0,0.0
T Banton,90.0,2312.0,1604.0,2.0,1.0,3.0,2312.0,87.0,26.57,144.14,2.0,15.0,14.0,655.0,509.0,86.0,3.0,242.0,109.0
T Bavuma,81.0,1860.0,1543.0,3.0,7.0,10.0,1860.0,71.0,26.2,120.54,1.0,4.0,24.0,542.0,645.0,145.0,7.0,160.0,44.0
T Bharaj,21.0,461.0,420.0,1.0,1.0,2.0,461.0,19.0,24.26,109.76,0.0,4.0,3.0,177.0,141.0,51.0,4.0,38.0,9.0
T Bokako,4.0,9.0,9.0,1.0,1.0,2.0,9.0,2.0,4.5,100.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0
T Brown,4.0,18.0,61.0,0.0,0.0,0.0,18.0,4.0,4.5,29.51,0.0,0.0,0.0,47.0,10.0,4.0,0.0,0.0,0.0
T Bukenya,1.0,12.0,9.0,0.0,1.0,1.0,12.0,0.0,0.0,133.33,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0
T Cross,1.0,5.0,11.0,0.0,0.0,0.0,5.0,1.0,5.0,45.45,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0
T Filer,4.0,12.0,20.0,0.0,0.0,0.0,12.0,4.0,3.0,60.0,0.0,0.0,0.0,12.0,6.0,1.0,0.0,1.0,0.0
T Henderson,3.0,11.0,18.0,0.0,0.0,0.0,11.0,3.0,3.67,61.11,0.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,1.0
T Hewa,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
T Hinds,2.0,5.0,5.0,0.0,0.0,0.0,5.0,2.0,2.5,100.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
T Isaacs,2.0,7.0,15.0,0.0,0.0,0.0,7.0,2.0,3.5,46.67,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0
T Jamtsho,8.0,176.0,164.0,1.0,0.0,1.0,176.0,7.0,25.14,107.32,0.0,1.0,2.0,73.0,67.0,3.0,1.0,10.0,10.0
T Kahamker,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T Kaisala,4.0,64.0,78.0,1.0,0.0,1.0,64.0,3.0,21.33,82.05,0.0,0.0,1.0,43.0,26.0,1.0,0.0,6.0,2.0
T Kelly,23.0,318.0,273.0,1.0,5.0,6.0,318.0,17.0,18.71,116.48,0.0,0.0,2.0,92.0,118.0,33.0,2.0,20.0,8.0
T Kohler-Cadmore,131.0,3606.0,2588.0,9.0,6.0,15.0,3606.0,116.0,31.09,139.34,1.0,28.0,19.0,957.0,989.0,140.0,9.0,324.0,169.0
T Kohli,3.0,11.0,20.0,0.0,1.0,1.0,11.0,2.0,5.5,55.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,1.0
T Langa,1.0,14.0,9.0,0.0,0.0,0.0,14.0,1.0,14.0,155.56,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0
T Lungameni,2.0,2.0,5.0,1.0,0.0,1.0,2.0,1.0,2.0,40.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
T Manders,14.0,427.0,345.0,1.0,1.0,2.0,427.0,12.0,35.58,123.77,0.0,4.0,1.0,155.0,111.0,17.0,4.0,39.0,19.0
T Martin,2.0,69.0,42.0,0.0,0.0,0.0,69.0,2.0,34.5,164.29,0.0,0.0,2.0,12.0,15.0,6.0,0.0,6.0,3.0
T Maruma,9.0,86.0,91.0,0.0,4.0,4.0,86.0,5.0,17.2,94.51,0.0,0.0,0.0,47.0,30.0,3.0,2.0,5.0,4.0
T Marumani,16.0,170.0,188.0,0.0,0.0,0.0,170.0,16.0,10.62,90.43,0.0,0.0,2.0,102.0,50.0,14.0,4.0,14.0,4.0
T Mishra,12.0,206.0,239.0,0.0,0.0,0.0,206.0,12.0,17.17,86.19,0.0,0.0,3.0,117.0,84.0,19.0,0.0,15.0,4.0
T Mnyaka,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
T Muller,1.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,75.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
T Munyonga,9.0,129.0,134.0,1.0,1.0,2.0,129.0,7.0,18.43,96.27,0.0,0.0,1.0,49.0,63.0,13.0,0.0,7.0,2.0
T Muzarabani,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
T Natarajan,2.0,3.0,5.0,1.0,3.0,4.0,3.0,-2.0,0.0,60.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
T Nightingale,12.0,191.0,188.0,1.0,1.0,2.0,191.0,10.0,19.1,101.6,0.0,0.0,2.0,76.0,77.0,17.0,2.0,11.0,5.0
T Ntini,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
T Ntuli,3.0,7.0,13.0,0.0,3.0,3.0,7.0,0.0,0.0,53.85,0.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0
T Panyangara,5.0,23.0,18.0,1.0,3.0,4.0,23.0,1.0,23.0,127.78,0.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,2.0
T Parima,5.0,63.0,47.0,0.0,1.0,1.0,63.0,4.0,15.75,134.04,0.0,0.0,0.0,17.0,21.0,2.0,0.0,2.0,5.0
T Perera,14.0,257.0,283.0,1.0,2.0,3.0,257.0,11.0,23.36,90.81,0.0,0.0,1.0,158.0,73.0,15.0,2.0,31.0,4.0
T Phaswana,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
T Poynton,15.0,189.0,146.0,4.0,3.0,7.0,189.0,8.0,23.62,129.45,0.0,0.0,1.0,45.0,62.0,23.0,1.0,6.0,9.0
T Rajiv,5.0,83.0,73.0,0.0,0.0,0.0,83.0,5.0,16.6,113.7,0.0,0.0,1.0,36.0,21.0,3.0,0.0,11.0,2.0
T Ritawa,2.0,7.0,6.0,0.0,1.0,1.0,7.0,1.0,7.0,116.67,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0
T Rossi,9.0,61.0,72.0,0.0,1.0,1.0,61.0,8.0,7.62,84.72,0.0,0.0,1.0,43.0,17.0,4.0,2.0,3.0,3.0
T Sandeep,5.0,137.0,137.0,1.0,0.0,1.0,137.0,4.0,34.25,100.0,0.0,1.0,2.0,66.0,45.0,6.0,0.0,20.0,0.0
T Sangha,3.0,19.0,26.0,0.0,3.0,3.0,19.0,0.0,0.0,73.08,0.0,0.0,0.0,14.0,9.0,1.0,0.0,2.0,0.0
T Shamsi,29.0,58.0,112.0,1.0,20.0,21.0,58.0,8.0,7.25,51.79,0.0,0.0,0.0,68.0,39.0,1.0,1.0,2.0,1.0
T Shanmugam,1.0,8.0,10.0,1.0,0.0,1.0,8.0,0.0,0.0,80.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0
T Singye,2.0,17.0,27.0,0.0,0.0,0.0,17.0,2.0,8.5,62.96,0.0,0.0,0.0,18.0,6.0,0.0,1.0,2.0,0.0
T Stubbs,27.0,647.0,430.0,2.0,1.0,3.0,647.0,24.0,26.96,150.47,0.0,4.0,3.0,138.0,174.0,41.0,1.0,34.0,42.0
T Sumiya,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
T Taibu,14.0,196.0,185.0,2.0,2.0,4.0,196.0,10.0,19.6,105.95,0.0,0.0,2.0,66.0,79.0,23.0,1.0,14.0,2.0
T Takada,2.0,18.0,16.0,1.0,0.0,1.0,18.0,1.0,18.0,112.5,0.0,0.0,0.0,5.0,8.0,1.0,0.0,2.0,0.0
T Taylor,10.0,87.0,121.0,1.0,2.0,3.0,87.0,7.0,12.43,71.9,0.0,0.0,0.0,77.0,27.0,9.0,0.0,3.0,5.0
T Thushara,6.0,16.0,27.0,2.0,0.0,2.0,16.0,4.0,4.0,59.26,0.0,0.0,0.0,14.0,10.0,3.0,0.0,0.0,0.0
T Tshose,16.0,170.0,129.0,1.0,4.0,5.0,170.0,11.0,15.45,131.78,0.0,0.0,1.0,54.0,36.0,21.0,0.0,8.0,10.0
T Tumursukh,1.0,2.0,7.0,0.0,0.0,0.0,2.0,1.0,2.0,28.57,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
T Turan,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
T Ulutuna,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
T Vanuarua,2.0,12.0,12.0,0.0,0.0,0.0,12.0,2.0,6.0,100.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0
T Wangchuk,6.0,12.0,20.0,0.0,0.0,0.0,12.0,6.0,2.0,60.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0,0.0
T Webster,24.0,414.0,404.0,2.0,2.0,4.0,414.0,20.0,20.7,102.48,0.0,2.0,3.0,216.0,111.0,17.0,1.0,44.0,15.0
T Westley,90.0,2488.0,1943.0,5.0,4.0,9.0,2488.0,81.0,30.72,128.05,2.0,10.0,25.0,684.0,797.0,130.0,6.0,271.0,54.0
T Whiteman,7.0,136.0,121.0,2.0,0.0,2.0,136.0,5.0,27.2,112.4,0.0,0.0,2.0,56.0,38.0,9.0,0.0,14.0,4.0
T Yotharat,2.0,10.0,18.0,0.0,2.0,2.0,10.0,0.0,0.0,55.56,0.0,0.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0
T Zotos,4.0,7.0,11.0,0.0,1.0,1.0,7.0,3.0,2.33,63.64,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0
T de Zorzi,36.0,600.0,562.0,2.0,1.0,3.0,600.0,33.0,18.18,106.76,0.0,1.0,6.0,228.0,223.0,46.0,1.0,51.0,13.0
T van Vuuren,3.0,13.0,10.0,1.0,1.0,2.0,13.0,1.0,13.0,130.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0
T van der Gugten,38.0,435.0,308.0,4.0,13.0,17.0,435.0,21.0,20.71,141.23,0.0,0.0,5.0,91.0,142.0,28.0,1.0,21.0,25.0
TA Blundell,35.0,721.0,579.0,2.0,2.0,4.0,721.0,31.0,23.26,124.53,0.0,5.0,5.0,199.0,247.0,49.0,2.0,61.0,21.0
TA Boult,33.0,143.0,145.0,6.0,21.0,27.0,143.0,6.0,23.83,98.62,0.0,0.0,0.0,68.0,53.0,11.0,0.0,5.0,8.0
TA Dithole,3.0,32.0,38.0,0.0,0.0,0.0,32.0,3.0,10.67,84.21,0.0,0.0,0.0,18.0,14.0,3.0,0.0,3.0,0.0
TA Griffith,8.0,113.0,104.0,1.0,0.0,1.0,113.0,7.0,16.14,108.65,0.0,0.0,1.0,47.0,35.0,9.0,0.0,9.0,4.0
TA Lammonby,46.0,740.0,528.0,4.0,4.0,8.0,740.0,38.0,19.47,140.15,0.0,1.0,11.0,175.0,219.0,39.0,1.0,62.0,32.0
TA Willett,7.0,81.0,92.0,0.0,1.0,1.0,81.0,6.0,13.5,88.04,0.0,0.0,1.0,51.0,29.0,3.0,0.0,4.0,5.0
TA Wood,14.0,460.0,329.0,0.0,2.0,2.0,460.0,12.0,38.33,139.82,1.0,2.0,4.0,96.0,152.0,17.0,2.0,52.0,10.0
TAI Taylor,30.0,339.0,285.0,6.0,7.0,13.0,339.0,17.0,19.94,118.95,0.0,1.0,2.0,89.0,135.0,27.0,2.0,24.0,8.0
TAM Siriwardana,20.0,279.0,224.0,2.0,1.0,3.0,279.0,17.0,16.41,124.55,0.0,0.0,3.0,68.0,114.0,13.0,1.0,16.0,12.0
TAR Scriven,6.0,40.0,46.0,0.0,0.0,0.0,40.0,6.0,6.67,86.96,0.0,0.0,0.0,25.0,14.0,2.0,0.0,4.0,1.0
TAW Patterson,3.0,23.0,48.0,0.0,0.0,0.0,23.0,3.0,7.67,47.92,0.0,0.0,0.0,32.0,13.0,1.0,0.0,2.0,0.0
TB Abell,78.0,1990.0,1483.0,5.0,12.0,17.0,1990.0,61.0,32.62,134.19,1.0,10.0,14.0,412.0,716.0,118.0,6.0,183.0,48.0
TB Robinson,13.0,181.0,172.0,0.0,0.0,0.0,181.0,13.0,13.92,105.23,0.0,1.0,1.0,64.0,75.0,14.0,0.0,18.0,1.0
TB Sole,13.0,160.0,143.0,1.0,4.0,5.0,160.0,8.0,20.0,111.89,0.0,0.0,2.0,62.0,48.0,12.0,0.0,19.0,2.0
TB de Bruyn,68.0,1773.0,1371.0,3.0,8.0,11.0,1773.0,57.0,31.11,129.32,1.0,9.0,15.0,512.0,516.0,114.0,11.0,156.0,62.0
TC Barker,25.0,541.0,450.0,1.0,0.0,1.0,541.0,24.0,22.54,120.22,0.0,3.0,6.0,190.0,147.0,42.0,4.0,52.0,15.0
TC Bruce,81.0,1825.0,1328.0,5.0,5.0,10.0,1825.0,71.0,25.7,137.42,0.0,12.0,11.0,438.0,572.0,84.0,1.0,158.0,75.0
TC Fell,7.0,69.0,78.0,0.0,0.0,0.0,69.0,7.0,9.86,88.46,0.0,0.0,0.0,34.0,32.0,6.0,1.0,4.0,1.0
TC Knight,11.0,176.0,130.0,1.0,4.0,5.0,176.0,6.0,29.33,135.38,0.0,0.0,1.0,42.0,53.0,18.0,1.0,6.0,10.0
TC Smith,17.0,363.0,279.0,0.0,1.0,1.0,363.0,16.0,22.69,130.11,0.0,3.0,2.0,117.0,85.0,23.0,2.0,43.0,9.0
TCR Kimber,3.0,5.0,13.0,0.0,0.0,0.0,5.0,3.0,1.67,38.46,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0
TCW Veillard,1.0,3.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,60.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
TD Andrews,4.0,32.0,34.0,0.0,1.0,1.0,32.0,3.0,10.67,94.12,0.0,0.0,0.0,17.0,12.0,1.0,0.0,3.0,1.0
TD Astle,19.0,196.0,174.0,5.0,4.0,9.0,196.0,10.0,19.6,112.64,0.0,0.0,2.0,59.0,74.0,21.0,2.0,17.0,1.0
TD Chaoana,5.0,8.0,18.0,0.0,2.0,2.0,8.0,3.0,2.67,44.44,0.0,0.0,0.0,14.0,2.0,1.0,0.0,1.0,0.0
TD Cruickshank,3.0,17.0,30.0,0.0,0.0,0.0,17.0,3.0,5.67,56.67,0.0,0.0,0.0,23.0,3.0,2.0,0.0,1.0,1.0
TD Groenewald,19.0,103.0,84.0,4.0,3.0,7.0,103.0,12.0,8.58,122.62,0.0,0.0,0.0,40.0,25.0,3.0,0.0,12.0,4.0
TD Paine,49.0,1051.0,908.0,0.0,2.0,2.0,1051.0,47.0,22.36,115.75,0.0,7.0,6.0,371.0,339.0,60.0,10.0,103.0,25.0
TD Rouse,1.0,9.0,10.0,0.0,0.0,0.0,9.0,1.0,9.0,90.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0
TE Albert,18.0,263.0,229.0,2.0,3.0,5.0,263.0,13.0,20.23,114.85,0.0,0.0,3.0,102.0,79.0,14.0,0.0,24.0,10.0
TE Bailey,8.0,27.0,30.0,2.0,1.0,3.0,27.0,5.0,5.4,90.0,0.0,0.0,0.0,10.0,17.0,2.0,0.0,0.0,1.0
TE Barber,4.0,2.0,7.0,0.0,0.0,0.0,2.0,4.0,0.5,28.57,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
TE Kane,4.0,45.0,34.0,0.0,1.0,1.0,45.0,3.0,15.0,132.35,0.0,0.0,0.0,12.0,11.0,5.0,0.0,6.0,0.0
TE Lawes,4.0,12.0,20.0,0.0,3.0,3.0,12.0,1.0,12.0,60.0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0
TE Linley,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,66.67,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
TF Rogers,15.0,356.0,299.0,0.0,1.0,1.0,356.0,14.0,25.43,119.06,0.0,1.0,5.0,118.0,118.0,17.0,2.0,33.0,11.0
TG Gordon,3.0,32.0,37.0,0.0,0.0,0.0,32.0,3.0,10.67,86.49,0.0,0.0,0.0,18.0,13.0,2.0,1.0,3.0,0.0
TG Helm,28.0,162.0,159.0,4.0,15.0,19.0,162.0,9.0,18.0,101.89,0.0,0.0,0.0,57.0,70.0,19.0,0.0,12.0,1.0
TG Johnston,7.0,74.0,62.0,1.0,0.0,1.0,74.0,6.0,12.33,119.35,0.0,0.0,0.0,23.0,24.0,7.0,0.0,6.0,2.0
TG Mokoena,22.0,304.0,327.0,1.0,0.0,1.0,304.0,21.0,14.48,92.97,0.0,0.0,1.0,161.0,103.0,30.0,3.0,24.0,6.0
TG Southee,74.0,541.0,414.0,11.0,22.0,33.0,541.0,41.0,13.2,130.68,0.0,1.0,2.0,180.0,117.0,52.0,1.0,33.0,30.0
TG Thamae,4.0,2.0,13.0,0.0,0.0,0.0,2.0,4.0,0.5,15.38,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0
TGJ Gruijters,4.0,40.0,41.0,2.0,0.0,2.0,40.0,2.0,20.0,97.56,0.0,0.0,0.0,15.0,18.0,5.0,0.0,3.0,0.0
TGR Clark,14.0,294.0,209.0,0.0,0.0,0.0,294.0,14.0,21.0,140.67,0.0,0.0,5.0,90.0,58.0,11.0,0.0,43.0,7.0
TH David,154.0,3605.0,2305.0,28.0,17.0,45.0,3605.0,109.0,33.07,156.4,0.0,15.0,32.0,752.0,889.0,187.0,4.0,254.0,219.0
TIF Triffitt,18.0,173.0,141.0,5.0,2.0,7.0,173.0,11.0,15.73,122.7,0.0,0.0,0.0,54.0,57.0,10.0,0.0,12.0,8.0
TJ Armstrong,2.0,15.0,29.0,0.0,0.0,0.0,15.0,2.0,7.5,51.72,0.0,0.0,0.0,19.0,7.0,2.0,0.0,1.0,0.0
TJ Dean,3.0,50.0,46.0,0.0,0.0,0.0,50.0,3.0,16.67,108.7,0.0,0.0,1.0,14.0,22.0,6.0,0.0,4.0,0.0
TJ Haines,4.0,52.0,46.0,0.0,0.0,0.0,52.0,4.0,13.0,113.04,0.0,0.0,0.0,19.0,18.0,3.0,0.0,4.0,2.0
TJ Lester,4.0,8.0,9.0,1.0,1.0,2.0,8.0,2.0,4.0,88.89,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0
TJ MacRury,2.0,16.0,22.0,0.0,0.0,0.0,16.0,2.0,8.0,72.73,0.0,0.0,0.0,14.0,4.0,2.0,0.0,2.0,0.0
