striker,total_matches,total_runs_x,balls_faced,not_outs_as_striker,not_outs_as_non_striker,total_not_outs,total_runs_y,dismissed,average,strike_rate,centuries,half_centuries,thirties,0s,1s,2s,3s,4s,6s
L Sipamla,6.0,12.0,21.0,0.0,2.0,2.0,12.0,4.0,3.0,57.14,0.0,0.0,0.0,12.0,8.0,0.0,0.0,1.0,0.0
L Sreekumar,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
L Stubbs,3.0,2.0,24.0,0.0,0.0,0.0,2.0,3.0,0.67,8.33,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0
L Trevaskis,45.0,379.0,311.0,4.0,15.0,19.0,379.0,26.0,14.58,121.86,0.0,0.0,2.0,117.0,122.0,30.0,3.0,23.0,16.0
L Tucker,59.0,1153.0,962.0,3.0,7.0,10.0,1153.0,49.0,23.53,119.85,0.0,6.0,7.0,357.0,387.0,77.0,8.0,105.0,28.0
L Tywaku,2.0,8.0,21.0,1.0,0.0,1.0,8.0,1.0,8.0,38.1,0.0,0.0,0.0,16.0,4.0,0.0,0.0,1.0,0.0
L Vincent,15.0,305.0,285.0,1.0,0.0,1.0,305.0,14.0,21.79,107.02,0.0,1.0,2.0,144.0,84.0,15.0,1.0,29.0,12.0
L Ward,1.0,2.0,7.0,0.0,0.0,0.0,2.0,1.0,2.0,28.57,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
L Wood,40.0,205.0,202.0,5.0,11.0,16.0,205.0,24.0,8.54,101.49,0.0,0.0,1.0,76.0,91.0,19.0,0.0,10.0,6.0
L Yamamoto-Lake,11.0,171.0,155.0,0.0,1.0,1.0,171.0,10.0,17.1,110.32,0.0,1.0,2.0,73.0,44.0,16.0,1.0,17.0,4.0
L Zulu,1.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,40.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
LA Burns,9.0,99.0,91.0,1.0,1.0,2.0,99.0,7.0,14.14,108.79,0.0,0.0,1.0,37.0,37.0,5.0,0.0,10.0,2.0
LA Carseldine,5.0,81.0,71.0,0.0,1.0,1.0,81.0,4.0,20.25,114.08,0.0,0.0,1.0,31.0,23.0,4.0,2.0,11.0,0.0
LA Collado,4.0,17.0,28.0,2.0,0.0,2.0,17.0,2.0,8.5,60.71,0.0,0.0,0.0,16.0,9.0,2.0,0.0,1.0,0.0
LA Dawson,121.0,1957.0,1666.0,13.0,8.0,21.0,1957.0,100.0,19.57,117.47,0.0,6.0,12.0,571.0,755.0,135.0,6.0,140.0,59.0
LA Doran,3.0,6.0,7.0,0.0,1.0,1.0,6.0,2.0,3.0,85.71,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0
LA Dunbar,19.0,535.0,427.0,2.0,3.0,5.0,535.0,14.0,38.21,125.29,1.0,3.0,2.0,216.0,116.0,16.0,1.0,42.0,36.0
LA Musiani,10.0,118.0,122.0,1.0,0.0,1.0,118.0,9.0,13.11,96.72,0.0,0.0,1.0,51.0,44.0,17.0,2.0,7.0,1.0
LA Pomersbach,33.0,770.0,627.0,1.0,5.0,6.0,770.0,27.0,28.52,122.81,1.0,3.0,4.0,279.0,194.0,45.0,4.0,78.0,27.0
LA Procter,14.0,155.0,148.0,0.0,2.0,2.0,155.0,12.0,12.92,104.73,0.0,0.0,0.0,48.0,73.0,14.0,0.0,12.0,1.0
LA Simango,6.0,25.0,48.0,1.0,3.0,4.0,25.0,2.0,12.5,52.08,0.0,0.0,0.0,30.0,15.0,1.0,0.0,2.0,0.0
LAS Sebastien,5.0,63.0,68.0,2.0,1.0,3.0,63.0,2.0,31.5,92.65,0.0,0.0,1.0,32.0,23.0,6.0,0.0,7.0,0.0
LB Ferbrache,13.0,206.0,242.0,0.0,2.0,2.0,206.0,11.0,18.73,85.12,0.0,1.0,0.0,99.0,111.0,20.0,1.0,7.0,4.0
LB Williams,12.0,29.0,50.0,3.0,7.0,10.0,29.0,2.0,14.5,58.0,0.0,0.0,0.0,27.0,19.0,3.0,0.0,1.0,0.0
LBK Hollman,42.0,623.0,487.0,3.0,6.0,9.0,623.0,33.0,18.88,127.93,0.0,1.0,6.0,166.0,205.0,45.0,0.0,49.0,22.0
LC Hatcher,3.0,16.0,18.0,1.0,0.0,1.0,16.0,2.0,8.0,88.89,0.0,0.0,0.0,10.0,6.0,0.0,0.0,1.0,1.0
LC Johnson,26.0,384.0,315.0,1.0,0.0,1.0,384.0,25.0,15.36,121.9,0.0,1.0,2.0,134.0,114.0,20.0,2.0,23.0,22.0
LC Le Tissier,11.0,125.0,99.0,0.0,2.0,2.0,125.0,9.0,13.89,126.26,0.0,0.0,1.0,42.0,33.0,5.0,0.0,16.0,3.0
LC Ngoepe,42.0,587.0,509.0,5.0,5.0,10.0,587.0,32.0,18.34,115.32,0.0,0.0,6.0,201.0,206.0,32.0,5.0,44.0,21.0
LC Norwell,3.0,3.0,5.0,1.0,2.0,3.0,3.0,0.0,0.0,60.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
LD Chandimal,61.0,1062.0,1044.0,3.0,4.0,7.0,1062.0,54.0,19.67,101.72,0.0,6.0,5.0,444.0,417.0,63.0,6.0,91.0,22.0
LD Madushanka,3.0,22.0,29.0,0.0,0.0,0.0,22.0,3.0,7.33,75.86,0.0,0.0,0.0,13.0,12.0,3.0,0.0,1.0,0.0
LD McManus,71.0,876.0,678.0,8.0,9.0,17.0,876.0,54.0,16.22,129.2,0.0,2.0,5.0,224.0,295.0,65.0,3.0,52.0,39.0
LD Pfeffer,4.0,109.0,100.0,0.0,0.0,0.0,109.0,4.0,27.25,109.0,0.0,1.0,0.0,42.0,38.0,7.0,1.0,9.0,3.0
LE Bosman,25.0,419.0,373.0,0.0,0.0,0.0,419.0,25.0,16.76,112.33,0.0,3.0,1.0,188.0,103.0,29.0,1.0,28.0,23.0
LE Plunkett,46.0,379.0,268.0,7.0,12.0,19.0,379.0,27.0,14.04,141.42,0.0,0.0,2.0,79.0,107.0,40.0,0.0,30.0,12.0
LH Ferguson,26.0,209.0,172.0,5.0,13.0,18.0,209.0,8.0,26.12,121.51,0.0,0.0,1.0,77.0,52.0,18.0,1.0,13.0,11.0
LHB Harrington-Myers,4.0,32.0,39.0,1.0,0.0,1.0,32.0,3.0,10.67,82.05,0.0,0.0,0.0,18.0,17.0,1.0,1.0,1.0,1.0
LHD Dilhara,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,66.67,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
LI Georgeson,3.0,31.0,27.0,0.0,0.0,0.0,31.0,3.0,10.33,114.81,0.0,0.0,1.0,11.0,11.0,1.0,0.0,3.0,1.0
LI Salomone,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LJ Barker,4.0,39.0,45.0,0.0,0.0,0.0,39.0,4.0,9.75,86.67,0.0,0.0,0.0,21.0,17.0,3.0,0.0,4.0,0.0
LJ Carey,2.0,7.0,10.0,0.0,2.0,2.0,7.0,0.0,0.0,70.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0
LJ Carter,49.0,892.0,742.0,10.0,3.0,13.0,892.0,36.0,24.78,120.22,0.0,4.0,6.0,267.0,318.0,59.0,2.0,63.0,33.0
LJ Evans,185.0,4966.0,3791.0,20.0,15.0,35.0,4966.0,150.0,33.11,130.99,2.0,31.0,33.0,1309.0,1584.0,270.0,18.0,436.0,174.0
LJ Fletcher,29.0,158.0,138.0,4.0,5.0,9.0,158.0,20.0,7.9,114.49,0.0,0.0,0.0,58.0,58.0,5.0,0.0,6.0,11.0
LJ Hatchett,1.0,0.0,1.0,0.0,2.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LJ Hill,68.0,1071.0,868.0,8.0,4.0,12.0,1071.0,56.0,19.12,123.39,0.0,4.0,5.0,322.0,344.0,74.0,5.0,87.0,36.0
LJ Hurt,2.0,7.0,14.0,0.0,0.0,0.0,7.0,2.0,3.5,50.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0
LJ Myott,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,33.33,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
LJ Woodcock,11.0,198.0,167.0,3.0,1.0,4.0,198.0,7.0,28.29,118.56,0.0,1.0,2.0,45.0,90.0,15.0,0.0,12.0,5.0
LJ Wright,223.0,6200.0,4517.0,12.0,8.0,20.0,6200.0,203.0,30.54,137.26,6.0,35.0,40.0,1703.0,1622.0,297.0,21.0,661.0,212.0
LJA Julien,4.0,27.0,45.0,0.0,0.0,0.0,27.0,4.0,6.75,60.0,0.0,0.0,0.0,28.0,13.0,1.0,0.0,3.0,0.0
LL Mnyanda,2.0,30.0,20.0,0.0,1.0,1.0,30.0,1.0,30.0,150.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,4.0,0.0
LL Tsotsobe,3.0,2.0,10.0,1.0,3.0,4.0,2.0,-1.0,0.0,20.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
LLL Sesele,4.0,23.0,45.0,0.0,0.0,0.0,23.0,4.0,5.75,51.11,0.0,0.0,0.0,33.0,9.0,0.0,0.0,2.0,1.0
LM Edward,1.0,6.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0
LM Gabriel,4.0,90.0,73.0,1.0,0.0,1.0,90.0,3.0,30.0,123.29,0.0,0.0,1.0,30.0,21.0,9.0,1.0,12.0,0.0
LM Jongwe,35.0,381.0,332.0,4.0,6.0,10.0,381.0,25.0,15.24,114.76,0.0,0.0,3.0,137.0,119.0,30.0,2.0,34.0,10.0
LM Reece,86.0,1822.0,1443.0,4.0,0.0,4.0,1822.0,82.0,22.22,126.26,0.0,15.0,8.0,585.0,513.0,99.0,7.0,172.0,67.0
LM Zuma,3.0,7.0,8.0,2.0,0.0,2.0,7.0,1.0,7.0,87.5,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0
LMP Simmons,227.0,6354.0,5420.0,6.0,16.0,22.0,6354.0,205.0,31.0,117.23,2.0,48.0,38.0,2575.0,1685.0,271.0,11.0,587.0,291.0
LN Mosena,2.0,12.0,18.0,0.0,0.0,0.0,12.0,2.0,6.0,66.67,0.0,0.0,0.0,7.0,10.0,1.0,0.0,0.0,0.0
LN O'Connor,7.0,7.0,25.0,2.0,0.0,2.0,7.0,5.0,1.4,28.0,0.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0
LN Oluoch,15.0,116.0,98.0,3.0,4.0,7.0,116.0,8.0,14.5,118.37,0.0,0.0,1.0,44.0,32.0,7.0,0.0,10.0,5.0
LN Onyango,3.0,12.0,16.0,0.0,2.0,2.0,12.0,1.0,12.0,75.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0
LN Rajbanshi,1.0,3.0,7.0,0.0,1.0,1.0,3.0,0.0,0.0,42.86,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
LP Goldsworthy,15.0,247.0,219.0,2.0,1.0,3.0,247.0,12.0,20.58,112.79,0.0,0.0,3.0,89.0,83.0,16.0,2.0,24.0,5.0
LP Kasturiarachchige,1.0,5.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,166.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LPC Silva,18.0,215.0,211.0,2.0,1.0,3.0,215.0,15.0,14.33,101.9,0.0,0.0,1.0,101.0,69.0,13.0,0.0,24.0,4.0
LPJ Kimber,17.0,320.0,211.0,2.0,1.0,3.0,320.0,14.0,22.86,151.66,0.0,3.0,2.0,59.0,93.0,19.0,1.0,24.0,15.0
LR Butterworth,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,66.67,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
LR Gaonkar,4.0,43.0,57.0,0.0,0.0,0.0,43.0,4.0,10.75,75.44,0.0,0.0,0.0,32.0,14.0,8.0,1.0,1.0,1.0
LR Johns,3.0,30.0,28.0,1.0,0.0,1.0,30.0,2.0,15.0,107.14,0.0,0.0,0.0,11.0,12.0,2.0,0.0,2.0,1.0
LR Johnson,1.0,3.0,5.0,0.0,0.0,0.0,3.0,1.0,3.0,60.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
LR Morris,2.0,2.0,8.0,1.0,0.0,1.0,2.0,1.0,2.0,25.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
LR Shukla,33.0,405.0,358.0,2.0,5.0,7.0,405.0,26.0,15.58,113.13,0.0,0.0,3.0,152.0,137.0,20.0,0.0,33.0,16.0
LRPL Taylor,225.0,4659.0,4026.0,29.0,27.0,56.0,4659.0,169.0,27.57,115.72,0.0,20.0,36.0,1579.0,1622.0,317.0,13.0,301.0,190.0
LS Boucher,6.0,120.0,117.0,0.0,2.0,2.0,120.0,4.0,30.0,102.56,0.0,1.0,0.0,54.0,44.0,3.0,0.0,13.0,3.0
LS Livingstone,200.0,4998.0,3604.0,7.0,12.0,19.0,4998.0,181.0,27.61,138.68,2.0,27.0,30.0,1351.0,1383.0,217.0,15.0,346.0,292.0
LS Lugg,1.0,13.0,21.0,0.0,0.0,0.0,13.0,1.0,13.0,61.9,0.0,0.0,0.0,11.0,9.0,0.0,0.0,1.0,0.0
LT Bichard,2.0,4.0,9.0,0.0,2.0,2.0,4.0,0.0,0.0,44.44,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
LU Igalagamage,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
LV van Beek,52.0,530.0,418.0,13.0,11.0,24.0,530.0,28.0,18.93,126.79,0.0,2.0,1.0,152.0,165.0,38.0,3.0,40.0,20.0
LW Feldman,1.0,12.0,10.0,1.0,0.0,1.0,12.0,0.0,0.0,120.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0
LW James,13.0,154.0,135.0,0.0,3.0,3.0,154.0,10.0,15.4,114.07,0.0,0.0,1.0,52.0,59.0,6.0,1.0,11.0,6.0
LWP Wells,29.0,434.0,340.0,2.0,1.0,3.0,434.0,26.0,16.69,127.65,0.0,2.0,3.0,141.0,118.0,21.0,0.0,43.0,17.0
Lalit Yadav,19.0,295.0,289.0,0.0,5.0,5.0,295.0,14.0,21.07,102.08,0.0,0.0,3.0,123.0,118.0,14.0,1.0,26.0,7.0
Lee Kangmin,1.0,9.0,8.0,1.0,0.0,1.0,9.0,0.0,0.0,112.5,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0
Lemar Momand,3.0,4.0,11.0,0.0,2.0,2.0,4.0,1.0,4.0,36.36,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
Liton Das,150.0,3373.0,2716.0,0.0,2.0,2.0,3373.0,148.0,22.79,124.19,0.0,19.0,28.0,1117.0,963.0,168.0,10.0,352.0,106.0
Lokesh Bam,6.0,66.0,55.0,0.0,1.0,1.0,66.0,5.0,13.2,120.0,0.0,0.0,1.0,27.0,16.0,4.0,0.0,3.0,5.0
Luca Petre,2.0,8.0,9.0,0.0,1.0,1.0,8.0,1.0,8.0,88.89,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0
Lucas Rossi,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Lucky Ali,12.0,134.0,168.0,0.0,3.0,3.0,134.0,9.0,14.89,79.76,0.0,0.0,0.0,85.0,52.0,20.0,2.0,9.0,0.0
Luis Hermida,2.0,14.0,25.0,0.0,1.0,1.0,14.0,1.0,14.0,56.0,0.0,0.0,0.0,17.0,4.0,3.0,0.0,1.0,0.0
Luo Shilin,3.0,0.0,12.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
M Abdulla,2.0,6.0,13.0,0.0,0.0,0.0,6.0,2.0,3.0,46.15,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0
M Aboagye,12.0,96.0,138.0,1.0,0.0,1.0,96.0,11.0,8.73,69.57,0.0,0.0,0.0,72.0,46.0,15.0,0.0,5.0,0.0
M Akayezu,39.0,247.0,235.0,2.0,0.0,2.0,247.0,37.0,6.68,105.11,0.0,1.0,1.0,122.0,65.0,16.0,2.0,18.0,12.0
M Altankhuyag,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
M Ansari,3.0,5.0,10.0,1.0,2.0,3.0,5.0,0.0,0.0,50.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
M Arnold,1.0,7.0,5.0,0.0,0.0,0.0,7.0,1.0,7.0,140.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
M Ashwin,12.0,35.0,50.0,1.0,3.0,4.0,35.0,8.0,4.38,70.0,0.0,0.0,0.0,27.0,19.0,1.0,0.0,2.0,1.0
M Beitaki,5.0,56.0,41.0,1.0,0.0,1.0,56.0,4.0,14.0,136.59,0.0,0.0,0.0,21.0,8.0,5.0,0.0,2.0,5.0
M Bhanuka,4.0,64.0,71.0,0.0,0.0,0.0,64.0,4.0,16.0,90.14,0.0,0.0,1.0,34.0,24.0,6.0,0.0,7.0,0.0
M Boast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M Brasier,2.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
M Bryant,57.0,1164.0,898.0,1.0,1.0,2.0,1164.0,55.0,21.16,129.62,0.0,4.0,12.0,397.0,264.0,62.0,4.0,131.0,40.0
M Budaza,7.0,0.0,10.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
M Campopiano,13.0,401.0,331.0,2.0,0.0,2.0,401.0,11.0,36.45,121.15,0.0,3.0,3.0,133.0,114.0,36.0,3.0,32.0,13.0
M Carter,22.0,131.0,127.0,4.0,7.0,11.0,131.0,11.0,11.91,103.15,0.0,0.0,0.0,56.0,49.0,8.0,0.0,9.0,5.0
M Charlie,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
M Clarke,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
M Coetzee,7.0,174.0,134.0,0.0,0.0,0.0,174.0,7.0,24.86,129.85,0.0,2.0,0.0,63.0,36.0,6.0,0.0,24.0,5.0
M Cohen,2.0,33.0,33.0,0.0,0.0,0.0,33.0,2.0,16.5,100.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,3.0,1.0
M Cope,2.0,10.0,15.0,1.0,0.0,1.0,10.0,1.0,10.0,66.67,0.0,0.0,0.0,10.0,3.0,0.0,1.0,1.0,0.0
M Copeland,12.0,146.0,144.0,0.0,1.0,1.0,146.0,11.0,13.27,101.39,0.0,0.0,3.0,60.0,58.0,11.0,0.0,12.0,3.0
M Deyal,39.0,678.0,541.0,0.0,3.0,3.0,678.0,36.0,18.83,125.32,0.0,2.0,7.0,252.0,164.0,25.0,1.0,66.0,32.0
M Dixit,11.0,78.0,76.0,0.0,1.0,1.0,78.0,10.0,7.8,102.63,0.0,0.0,0.0,30.0,29.0,11.0,1.0,3.0,2.0
M Faheem,3.0,3.0,7.0,0.0,0.0,0.0,3.0,3.0,1.0,42.86,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
M Faraz Akram,3.0,15.0,17.0,1.0,1.0,2.0,15.0,1.0,15.0,88.24,0.0,0.0,0.0,10.0,3.0,3.0,0.0,0.0,1.0
M Fontaine,4.0,8.0,13.0,0.0,2.0,2.0,8.0,2.0,4.0,61.54,0.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0
M Fru,4.0,16.0,32.0,0.0,0.0,0.0,16.0,4.0,4.0,50.0,0.0,0.0,0.0,21.0,8.0,2.0,0.0,1.0,0.0
M Gherasim,2.0,2.0,7.0,0.0,1.0,1.0,2.0,1.0,2.0,28.57,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
M Gilkes,37.0,721.0,639.0,0.0,3.0,3.0,721.0,34.0,21.21,112.83,0.0,5.0,5.0,298.0,191.0,49.0,8.0,75.0,18.0
M Gouws,7.0,82.0,63.0,0.0,0.0,0.0,82.0,7.0,11.71,130.16,0.0,0.0,1.0,28.0,19.0,5.0,1.0,5.0,5.0
M Gqadushe,2.0,23.0,20.0,0.0,0.0,0.0,23.0,2.0,11.5,115.0,0.0,0.0,0.0,10.0,3.0,4.0,0.0,3.0,0.0
M Jansen,15.0,140.0,140.0,1.0,4.0,5.0,140.0,10.0,14.0,100.0,0.0,0.0,1.0,67.0,52.0,4.0,0.0,11.0,6.0
M Jele,6.0,18.0,25.0,1.0,1.0,2.0,18.0,4.0,4.5,72.0,0.0,0.0,0.0,14.0,8.0,2.0,0.0,0.0,1.0
M Jenkinson,5.0,89.0,81.0,0.0,0.0,0.0,89.0,5.0,17.8,109.88,0.0,0.0,1.0,40.0,23.0,8.0,0.0,5.0,5.0
M Jobarteh,5.0,26.0,27.0,0.0,1.0,1.0,26.0,4.0,6.5,96.3,0.0,0.0,0.0,14.0,8.0,2.0,0.0,2.0,1.0
M Kadyan,10.0,111.0,95.0,3.0,0.0,3.0,111.0,7.0,15.86,116.84,0.0,1.0,0.0,53.0,20.0,4.0,1.0,11.0,6.0
M Kaif,22.0,259.0,258.0,1.0,3.0,4.0,259.0,18.0,14.39,100.39,0.0,0.0,2.0,120.0,86.0,23.0,1.0,22.0,6.0
M Kartik,14.0,113.0,109.0,1.0,8.0,9.0,113.0,5.0,22.6,103.67,0.0,0.0,0.0,32.0,60.0,8.0,1.0,7.0,1.0
M Kelly,13.0,102.0,87.0,1.0,4.0,5.0,102.0,8.0,12.75,117.24,0.0,0.0,0.0,34.0,33.0,9.0,1.0,6.0,4.0
M Klinger,154.0,4670.0,3916.0,12.0,4.0,16.0,4670.0,138.0,33.84,119.25,7.0,24.0,29.0,1453.0,1604.0,275.0,40.0,434.0,110.0
M Koli,9.0,107.0,88.0,0.0,3.0,3.0,107.0,6.0,17.83,121.59,0.0,0.0,1.0,32.0,34.0,9.0,1.0,10.0,2.0
M Kpaka,14.0,77.0,154.0,0.0,1.0,1.0,77.0,13.0,5.92,50.0,0.0,0.0,0.0,97.0,41.0,15.0,0.0,0.0,1.0
M Kristensen,1.0,6.0,12.0,0.0,0.0,0.0,6.0,1.0,6.0,50.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0
M Kyriacou,4.0,57.0,81.0,0.0,1.0,1.0,57.0,3.0,19.0,70.37,0.0,0.0,1.0,43.0,29.0,6.0,0.0,1.0,2.0
M Labuschagne,38.0,978.0,804.0,1.0,1.0,2.0,978.0,36.0,27.17,121.64,0.0,5.0,7.0,271.0,347.0,75.0,5.0,85.0,21.0
M Leporoporo,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
M Machado,8.0,120.0,97.0,2.0,0.0,2.0,120.0,6.0,20.0,123.71,0.0,2.0,0.0,42.0,30.0,10.0,0.0,10.0,5.0
M Magagula,5.0,35.0,64.0,1.0,0.0,1.0,35.0,4.0,8.75,54.69,0.0,0.0,0.0,46.0,11.0,3.0,0.0,3.0,1.0
M Malle,1.0,3.0,25.0,0.0,0.0,0.0,3.0,1.0,3.0,12.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0
M Manack,2.0,4.0,11.0,0.0,0.0,0.0,4.0,2.0,2.0,36.36,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0
M Manhas,38.0,514.0,486.0,7.0,8.0,15.0,514.0,23.0,22.35,105.76,0.0,0.0,5.0,197.0,191.0,44.0,1.0,43.0,10.0
M Manivannan,1.0,4.0,7.0,0.0,1.0,1.0,4.0,0.0,0.0,57.14,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
M Marais,22.0,420.0,332.0,2.0,2.0,4.0,420.0,18.0,23.33,126.51,0.0,1.0,4.0,129.0,128.0,21.0,0.0,37.0,17.0
M Markande,10.0,48.0,44.0,3.0,5.0,8.0,48.0,2.0,24.0,109.09,0.0,0.0,0.0,20.0,14.0,4.0,0.0,5.0,1.0
M Martin,1.0,2.0,6.0,0.0,0.0,0.0,2.0,1.0,2.0,33.33,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
M Matthew,4.0,35.0,25.0,0.0,0.0,0.0,35.0,4.0,8.75,140.0,0.0,0.0,0.0,11.0,7.0,2.0,0.0,3.0,2.0
M Mhlanga,2.0,3.0,6.0,1.0,0.0,1.0,3.0,1.0,3.0,50.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
M Montgomery,16.0,300.0,253.0,0.0,1.0,1.0,300.0,15.0,20.0,118.58,0.0,2.0,2.0,89.0,112.0,13.0,0.0,36.0,3.0
M Mooketsi,14.0,36.0,61.0,3.0,2.0,5.0,36.0,9.0,4.0,59.02,0.0,0.0,0.0,37.0,15.0,7.0,1.0,1.0,0.0
M Morkel,38.0,178.0,158.0,9.0,11.0,20.0,178.0,18.0,9.89,112.66,0.0,0.0,0.0,71.0,53.0,12.0,1.0,14.0,7.0
M Mosehle,68.0,1000.0,818.0,4.0,7.0,11.0,1000.0,57.0,17.54,122.25,0.0,4.0,6.0,305.0,332.0,71.0,2.0,64.0,44.0
M Mpongwana,9.0,63.0,70.0,0.0,1.0,1.0,63.0,8.0,7.88,90.0,0.0,0.0,1.0,35.0,21.0,8.0,0.0,5.0,1.0
M Muralitharan,14.0,22.0,41.0,1.0,5.0,6.0,22.0,8.0,2.75,53.66,0.0,0.0,0.0,26.0,11.0,2.0,1.0,1.0,0.0
M Mwamadi,3.0,5.0,11.0,1.0,2.0,3.0,5.0,0.0,0.0,45.45,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0
M Nabe,5.0,6.0,7.0,1.0,4.0,5.0,6.0,0.0,0.0,85.71,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0
M Nandu,2.0,40.0,51.0,0.0,0.0,0.0,40.0,2.0,20.0,78.43,0.0,0.0,1.0,25.0,20.0,2.0,0.0,4.0,0.0
M Ntini,8.0,23.0,35.0,2.0,2.0,4.0,23.0,4.0,5.75,65.71,0.0,0.0,0.0,25.0,5.0,1.0,0.0,4.0,0.0
M Ozturk,6.0,50.0,80.0,0.0,0.0,0.0,50.0,6.0,8.33,62.5,0.0,0.0,0.0,55.0,16.0,4.0,0.0,2.0,3.0
M Pathirana,1.0,5.0,12.0,0.0,0.0,0.0,5.0,1.0,5.0,41.67,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0
